nohup: ignoring input
Files already downloaded and verified
Files already downloaded and verified
Epoch 1, lr 0.100000
22:45:42 valid - loss: 0.5624, acc: 0.9293
Epoch 203, lr 0.152184
22:48:00 train - loss: 1.3201, acc: 0.6442
22:48:09 valid - loss: 0.4438, acc: 0.9429
Epoch 204, lr 0.151730
22:50:27 train - loss: 1.3034, acc: 0.6565
22:50:36 valid - loss: 0.5651, acc: 0.9458
Epoch 205, lr 0.151273
22:52:54 train - loss: 1.2743, acc: 0.6711
22:53:03 valid - loss: 0.5630, acc: 0.9437
Epoch 206, lr 0.150816
22:55:21 train - loss: 1.2809, acc: 0.6657
22:55:30 valid - loss: 0.3706, acc: 0.9502
Epoch 207, lr 0.150357
22:57:49 train - loss: 1.2872, acc: 0.6656
22:57:57 valid - loss: 0.2578, acc: 0.9462
Epoch 208, lr 0.149896
23:00:17 train - loss: 1.2949, acc: 0.6594
23:00:25 valid - loss: 0.3336, acc: 0.9466
Epoch 209, lr 0.149435
23:02:44 train - loss: 1.3002, acc: 0.6584
23:02:52 valid - loss: 0.4843, acc: 0.9441
Epoch 210, lr 0.148971
23:05:10 train - loss: 1.3022, acc: 0.6557
23:05:19 valid - loss: 0.3985, acc: 0.9453
Epoch 211, lr 0.148507
23:07:37 train - loss: 1.2482, acc: 0.6827
23:07:46 valid - loss: 0.4702, acc: 0.9448
Epoch 212, lr 0.148041
23:10:04 train - loss: 1.3018, acc: 0.6543
23:10:13 valid - loss: 0.4725, acc: 0.9469
Epoch 213, lr 0.147573
23:12:31 train - loss: 1.2818, acc: 0.6659
23:12:40 valid - loss: 0.6059, acc: 0.9453
Epoch 214, lr 0.147105
23:14:58 train - loss: 1.2586, acc: 0.6767
23:15:07 valid - loss: 0.4481, acc: 0.9461
Epoch 215, lr 0.146635
23:17:25 train - loss: 1.2869, acc: 0.6635
23:17:33 valid - loss: 0.3868, acc: 0.9431
Epoch 216, lr 0.146163
23:19:52 train - loss: 1.2813, acc: 0.6659
23:20:00 valid - loss: 0.5899, acc: 0.9339
Epoch 217, lr 0.145690
23:22:18 train - loss: 1.2936, acc: 0.6586
23:22:27 valid - loss: 0.4935, acc: 0.9448
Epoch 218, lr 0.145217
23:24:45 train - loss: 1.2861, acc: 0.6626
23:24:54 valid - loss: 0.4669, acc: 0.9473
Epoch 219, lr 0.144741
23:27:12 train - loss: 1.2823, acc: 0.6649
23:27:20 valid - loss: 0.2954, acc: 0.9496
Epoch 220, lr 0.144265
23:29:39 train - loss: 1.2764, acc: 0.6676
23:29:48 valid - loss: 0.5205, acc: 0.9447
Epoch 221, lr 0.143787
23:32:07 train - loss: 1.2592, acc: 0.6783
23:32:15 valid - loss: 0.4138, acc: 0.9491
Epoch 222, lr 0.143308
23:34:34 train - loss: 1.2585, acc: 0.6793
23:34:42 valid - loss: 0.3227, acc: 0.9484
Epoch 223, lr 0.142828
23:37:01 train - loss: 1.2946, acc: 0.6568
23:37:09 valid - loss: 0.3016, acc: 0.9456
Epoch 224, lr 0.142346
23:44:28 train - loss: 1.2712, acc: 0.6673
23:44:58 valid - loss: 0.3581, acc: 0.9515
Epoch 225, lr 0.141864
23:47:16 train - loss: 1.2850, acc: 0.6627
23:47:25 valid - loss: 0.3031, acc: 0.9527
Epoch 226, lr 0.141380
23:49:43 train - loss: 1.2812, acc: 0.6625
23:49:51 valid - loss: 0.5164, acc: 0.9463
Epoch 227, lr 0.140895
23:52:09 train - loss: 1.2802, acc: 0.6640
23:52:17 valid - loss: 0.4010, acc: 0.9494
Epoch 228, lr 0.140409
23:54:35 train - loss: 1.2780, acc: 0.6646
23:54:43 valid - loss: 0.3282, acc: 0.9513
Epoch 229, lr 0.139921
23:57:01 train - loss: 1.2780, acc: 0.6653
23:57:09 valid - loss: 0.4119, acc: 0.9520
Epoch 230, lr 0.139433
23:59:27 train - loss: 1.2648, acc: 0.6700
23:59:36 valid - loss: 0.5310, acc: 0.9456
Epoch 231, lr 0.138944
00:01:53 train - loss: 1.2825, acc: 0.6636
00:02:02 valid - loss: 0.2727, acc: 0.9479
Epoch 233, lr 0.137961
01:43:48 train - loss: 1.2728, acc: 0.6675
01:44:18 valid - loss: 0.3466, acc: 0.9431
Epoch 234, lr 0.137468
01:46:36 train - loss: 1.2876, acc: 0.6597
01:46:45 valid - loss: 0.5501, acc: 0.9467
Epoch 235, lr 0.136975
01:49:04 train - loss: 1.2425, acc: 0.6833
01:49:12 valid - loss: 0.3570, acc: 0.9468
Epoch 236, lr 0.136480
01:51:30 train - loss: 1.2733, acc: 0.6646
01:51:38 valid - loss: 0.5261, acc: 0.9374
Epoch 237, lr 0.135984
01:53:56 train - loss: 1.2738, acc: 0.6650
01:54:05 valid - loss: 0.3552, acc: 0.9473
Epoch 238, lr 0.135487
01:56:23 train - loss: 1.2689, acc: 0.6707
01:56:31 valid - loss: 0.3037, acc: 0.9554
Epoch 239, lr 0.134989
01:58:49 train - loss: 1.2665, acc: 0.6715
01:58:57 valid - loss: 0.4372, acc: 0.9508
Epoch 240, lr 0.134490
02:01:16 train - loss: 1.2807, acc: 0.6618
02:01:24 valid - loss: 0.3623, acc: 0.9477
Epoch 241, lr 0.133990
02:03:42 train - loss: 1.2499, acc: 0.6787
02:03:50 valid - loss: 0.5033, acc: 0.9497
Epoch 242, lr 0.133489
02:06:09 train - loss: 1.2977, acc: 0.6534
02:06:17 valid - loss: 0.4283, acc: 0.9529
Epoch 243, lr 0.132987
10:42:12 train - loss: 1.2531, acc: 0.6764
10:42:41 valid - loss: 0.5284, acc: 0.9468
Epoch 244, lr 0.132485
10:45:05 train - loss: 1.2784, acc: 0.6625
10:45:14 valid - loss: 0.4588, acc: 0.9515
Epoch 245, lr 0.131981
10:47:37 train - loss: 1.2883, acc: 0.6571
10:47:46 valid - loss: 0.3232, acc: 0.9571
Epoch 246, lr 0.131476
10:50:10 train - loss: 1.2753, acc: 0.6635
10:50:18 valid - loss: 0.3994, acc: 0.9447
Epoch 247, lr 0.130971
10:52:41 train - loss: 1.2867, acc: 0.6583
10:52:50 valid - loss: 0.3973, acc: 0.9539
Epoch 248, lr 0.130464
10:55:13 train - loss: 1.2635, acc: 0.6720
10:55:22 valid - loss: 0.4552, acc: 0.9517
Epoch 249, lr 0.129957
10:57:46 train - loss: 1.2418, acc: 0.6798
10:57:55 valid - loss: 0.4987, acc: 0.9470
Epoch 250, lr 0.129449
11:00:18 train - loss: 1.2651, acc: 0.6713
11:00:27 valid - loss: 0.4928, acc: 0.9525
Epoch 251, lr 0.128940
11:02:50 train - loss: 1.2742, acc: 0.6678
11:02:59 valid - loss: 0.4332, acc: 0.9522
Epoch 252, lr 0.128431
11:05:22 train - loss: 1.2502, acc: 0.6804
11:05:31 valid - loss: 0.5061, acc: 0.9476
Epoch 253, lr 0.127920
11:07:54 train - loss: 1.2676, acc: 0.6701
11:08:02 valid - loss: 0.4044, acc: 0.9500
Epoch 254, lr 0.127409
11:10:26 train - loss: 1.2484, acc: 0.6774
11:10:34 valid - loss: 0.3798, acc: 0.9523
Epoch 255, lr 0.126897
11:12:58 train - loss: 1.2566, acc: 0.6722
11:13:07 valid - loss: 0.5072, acc: 0.9480
Epoch 256, lr 0.126384
11:15:31 train - loss: 1.2714, acc: 0.6629
11:15:39 valid - loss: 0.2604, acc: 0.9533
Epoch 257, lr 0.125870
11:18:03 train - loss: 1.2708, acc: 0.6691
11:18:12 valid - loss: 0.4190, acc: 0.9525
Epoch 258, lr 0.125356
11:20:35 train - loss: 1.2685, acc: 0.6651
11:20:43 valid - loss: 0.5937, acc: 0.9441
Epoch 259, lr 0.124841
11:23:06 train - loss: 1.2556, acc: 0.6696
11:23:15 valid - loss: 0.4612, acc: 0.9551
Epoch 260, lr 0.124325
11:25:38 train - loss: 1.2634, acc: 0.6679
11:25:47 valid - loss: 0.4539, acc: 0.9539
Epoch 261, lr 0.123809
11:28:10 train - loss: 1.2629, acc: 0.6682
11:28:18 valid - loss: 0.2502, acc: 0.9516
Epoch 262, lr 0.123292
11:30:42 train - loss: 1.2483, acc: 0.6789
11:30:50 valid - loss: 0.5609, acc: 0.9417
Epoch 263, lr 0.122774
11:33:14 train - loss: 1.2460, acc: 0.6783
11:33:22 valid - loss: 0.4317, acc: 0.9436
Epoch 264, lr 0.122256
11:35:46 train - loss: 1.2412, acc: 0.6766
11:35:54 valid - loss: 0.3609, acc: 0.9541
Epoch 265, lr 0.121737
11:57:03 train - loss: 1.2585, acc: 0.6709
11:57:34 valid - loss: 0.5028, acc: 0.9451
Epoch 266, lr 0.121217
11:59:55 train - loss: 1.2277, acc: 0.6857
12:00:04 valid - loss: 0.4668, acc: 0.9462
Epoch 267, lr 0.120697
12:02:25 train - loss: 1.2462, acc: 0.6832
12:02:34 valid - loss: 0.4303, acc: 0.9515
Epoch 268, lr 0.120176
12:04:55 train - loss: 1.2824, acc: 0.6585
Epoch 269, lr 0.119655
22:28:19 train - loss: 1.2442, acc: 0.6794
22:28:50 valid - loss: 0.4523, acc: 0.9461
Epoch 270, lr 0.119133
22:31:09 train - loss: 1.2305, acc: 0.6869
22:31:18 valid - loss: 0.5129, acc: 0.9447
Epoch 271, lr 0.118610
22:33:39 train - loss: 1.2464, acc: 0.6780
22:33:47 valid - loss: 0.4591, acc: 0.9488
Epoch 272, lr 0.118087
12:32:29 train - loss: 1.2490, acc: 0.6730
12:32:59 valid - loss: 0.4329, acc: 0.9511
Epoch 273, lr 0.117564
12:35:17 train - loss: 1.2593, acc: 0.6695
12:35:26 valid - loss: 0.5921, acc: 0.9472
Epoch 274, lr 0.117040
12:37:44 train - loss: 1.2663, acc: 0.6645
12:37:53 valid - loss: 0.5003, acc: 0.9527
Epoch 275, lr 0.116515
12:40:12 train - loss: 1.2740, acc: 0.6625
12:40:20 valid - loss: 0.2566, acc: 0.9567
Epoch 276, lr 0.115990
12:42:39 train - loss: 1.2745, acc: 0.6620
12:42:47 valid - loss: 0.3077, acc: 0.9536
Epoch 277, lr 0.115465
12:45:06 train - loss: 1.2641, acc: 0.6648
12:45:14 valid - loss: 0.4507, acc: 0.9461
Epoch 278, lr 0.114939
12:47:34 train - loss: 1.2343, acc: 0.6825
12:47:42 valid - loss: 0.4525, acc: 0.9539
Epoch 279, lr 0.114413
12:50:01 train - loss: 1.2515, acc: 0.6753
12:50:09 valid - loss: 0.4455, acc: 0.9536
Epoch 280, lr 0.113886
12:52:29 train - loss: 1.2378, acc: 0.6790
12:52:37 valid - loss: 0.3885, acc: 0.9535
Epoch 281, lr 0.113359
12:54:56 train - loss: 1.2361, acc: 0.6820
12:55:04 valid - loss: 0.2742, acc: 0.9532
Epoch 282, lr 0.112832
12:57:23 train - loss: 1.2398, acc: 0.6792
12:57:31 valid - loss: 0.5813, acc: 0.9371
Epoch 283, lr 0.112304
12:59:49 train - loss: 1.2540, acc: 0.6706
12:59:58 valid - loss: 0.5063, acc: 0.9483
Epoch 284, lr 0.111776
13:02:17 train - loss: 1.2648, acc: 0.6648
13:02:25 valid - loss: 0.3765, acc: 0.9550
Epoch 285, lr 0.111247
13:04:44 train - loss: 1.2275, acc: 0.6819
13:04:52 valid - loss: 0.2899, acc: 0.9562
Epoch 286, lr 0.110719
13:07:11 train - loss: 1.2279, acc: 0.6833
13:07:19 valid - loss: 0.3615, acc: 0.9538
Epoch 287, lr 0.110190
13:23:05 train - loss: 1.2465, acc: 0.6730
13:23:35 valid - loss: 0.4201, acc: 0.9412
Epoch 288, lr 0.109660
13:25:53 train - loss: 1.2736, acc: 0.6614
13:26:02 valid - loss: 0.4841, acc: 0.9524
Epoch 289, lr 0.109131
13:28:20 train - loss: 1.2126, acc: 0.6985
13:28:28 valid - loss: 0.2453, acc: 0.9583
Epoch 290, lr 0.108601
13:30:46 train - loss: 1.2151, acc: 0.6932
13:30:54 valid - loss: 0.3712, acc: 0.9531
Epoch 291, lr 0.108071
13:33:12 train - loss: 1.2386, acc: 0.6771
Epoch 292, lr 0.107540
15:38:38 train - loss: 1.2348, acc: 0.6851
15:39:08 valid - loss: 0.4090, acc: 0.9566
Epoch 293, lr 0.107010
15:41:27 train - loss: 1.2605, acc: 0.6647
15:41:36 valid - loss: 0.3942, acc: 0.9558
Epoch 294, lr 0.106479
15:43:54 train - loss: 1.2325, acc: 0.6827
15:44:02 valid - loss: 0.4297, acc: 0.9594
Epoch 295, lr 0.105948
15:46:21 train - loss: 1.2370, acc: 0.6780
15:46:29 valid - loss: 0.5069, acc: 0.9453
Epoch 296, lr 0.105417
15:48:48 train - loss: 1.2312, acc: 0.6817
15:48:56 valid - loss: 0.3325, acc: 0.9592
Epoch 297, lr 0.104886
15:51:16 train - loss: 1.2185, acc: 0.6873
15:51:24 valid - loss: 0.2974, acc: 0.9594
Epoch 298, lr 0.104354
15:53:43 train - loss: 1.2383, acc: 0.6783
15:53:51 valid - loss: 0.2701, acc: 0.9540
Epoch 299, lr 0.103823
15:56:10 train - loss: 1.2385, acc: 0.6783
15:56:19 valid - loss: 0.4413, acc: 0.9562
Epoch 300, lr 0.103291
15:58:38 train - loss: 1.2597, acc: 0.6631
15:58:46 valid - loss: 0.3912, acc: 0.9549
Epoch 301, lr 0.102759
16:01:04 train - loss: 1.1882, acc: 0.7044
16:01:13 valid - loss: 0.3528, acc: 0.9488
Epoch 302, lr 0.102228
16:03:32 train - loss: 1.2475, acc: 0.6710
16:03:41 valid - loss: 0.4549, acc: 0.9529
Epoch 303, lr 0.101696
16:16:11 train - loss: 1.2195, acc: 0.6888
16:16:41 valid - loss: 0.4056, acc: 0.9551
Epoch 304, lr 0.101164
16:18:58 train - loss: 1.2561, acc: 0.6652
16:19:07 valid - loss: 0.2671, acc: 0.9581
Epoch 305, lr 0.100632
16:21:25 train - loss: 1.2261, acc: 0.6856
16:21:33 valid - loss: 0.3495, acc: 0.9566
Epoch 306, lr 0.100100
16:23:52 train - loss: 1.2222, acc: 0.6833
16:24:00 valid - loss: 0.4885, acc: 0.9545
Epoch 307, lr 0.099568
16:26:20 train - loss: 1.2199, acc: 0.6892
16:26:28 valid - loss: 0.3993, acc: 0.9603
Epoch 308, lr 0.099036
16:28:47 train - loss: 1.2033, acc: 0.6961
16:28:55 valid - loss: 0.5423, acc: 0.9479
Epoch 309, lr 0.098504
16:31:12 train - loss: 1.2252, acc: 0.6837
16:31:21 valid - loss: 0.4815, acc: 0.9487
Epoch 310, lr 0.097972
16:33:39 train - loss: 1.2508, acc: 0.6703
16:33:47 valid - loss: 0.4513, acc: 0.9538
Epoch 311, lr 0.097441
16:36:06 train - loss: 1.2445, acc: 0.6725
16:36:14 valid - loss: 0.4861, acc: 0.9575
Epoch 312, lr 0.096909
18:49:44 train - loss: 1.2176, acc: 0.6889
18:50:14 valid - loss: 0.4745, acc: 0.9521
Epoch 313, lr 0.096377
18:52:39 train - loss: 1.2320, acc: 0.6802
18:52:49 valid - loss: 0.2637, acc: 0.9600
Epoch 314, lr 0.095846
18:55:15 train - loss: 1.2049, acc: 0.6911
18:55:23 valid - loss: 0.4625, acc: 0.9541
Epoch 315, lr 0.095314
18:57:50 train - loss: 1.2192, acc: 0.6832
18:57:58 valid - loss: 0.3764, acc: 0.9586
Epoch 316, lr 0.094783
19:00:23 train - loss: 1.2498, acc: 0.6679
19:00:32 valid - loss: 0.4337, acc: 0.9559
Epoch 317, lr 0.094252
19:02:58 train - loss: 1.2193, acc: 0.6834
19:03:07 valid - loss: 0.4634, acc: 0.9554
Epoch 318, lr 0.093721
19:05:35 train - loss: 1.2546, acc: 0.6658
19:05:44 valid - loss: 0.4349, acc: 0.9568
Epoch 319, lr 0.093190
19:19:28 train - loss: 1.2354, acc: 0.6753
19:19:58 valid - loss: 0.4467, acc: 0.9555
Epoch 320, lr 0.092660
19:22:20 train - loss: 1.2242, acc: 0.6852
19:22:29 valid - loss: 0.2400, acc: 0.9602
Epoch 321, lr 0.092129
19:24:50 train - loss: 1.2038, acc: 0.6954
19:24:58 valid - loss: 0.4271, acc: 0.9594
Epoch 322, lr 0.091599
19:27:19 train - loss: 1.2062, acc: 0.6902
19:27:27 valid - loss: 0.3429, acc: 0.9603
Epoch 323, lr 0.091069
19:29:49 train - loss: 1.2124, acc: 0.6909
19:29:57 valid - loss: 0.3838, acc: 0.9504
Epoch 324, lr 0.090540
21:19:28 train - loss: 1.2193, acc: 0.6898
21:19:57 valid - loss: 0.4296, acc: 0.9557
Epoch 325, lr 0.090010
21:22:19 train - loss: 1.2313, acc: 0.6725
21:22:28 valid - loss: 0.4763, acc: 0.9542
Epoch 326, lr 0.089481
21:24:49 train - loss: 1.2462, acc: 0.6708
21:24:58 valid - loss: 0.4441, acc: 0.9585
Epoch 327, lr 0.088953
21:27:19 train - loss: 1.2099, acc: 0.6899
21:27:27 valid - loss: 0.4523, acc: 0.9511
Epoch 328, lr 0.088424
21:29:48 train - loss: 1.2068, acc: 0.6955
21:29:56 valid - loss: 0.3253, acc: 0.9596
Epoch 329, lr 0.087896
21:32:16 train - loss: 1.2234, acc: 0.6791
21:32:25 valid - loss: 0.3384, acc: 0.9522
Epoch 330, lr 0.087368
21:34:46 train - loss: 1.1958, acc: 0.6981
21:34:55 valid - loss: 0.3387, acc: 0.9568
Epoch 331, lr 0.086841
21:37:16 train - loss: 1.2142, acc: 0.6842
21:37:24 valid - loss: 0.2962, acc: 0.9629
Epoch 332, lr 0.086314
22:05:28 train - loss: 1.2221, acc: 0.6796
22:05:58 valid - loss: 0.3105, acc: 0.9640
Epoch 333, lr 0.085787
22:08:16 train - loss: 1.2044, acc: 0.6920
22:08:25 valid - loss: 0.4244, acc: 0.9540
Epoch 334, lr 0.085261
22:10:44 train - loss: 1.2019, acc: 0.6897
22:10:52 valid - loss: 0.5078, acc: 0.9580
Epoch 335, lr 0.084735
22:13:11 train - loss: 1.2358, acc: 0.6735
22:13:20 valid - loss: 0.4779, acc: 0.9540
Epoch 336, lr 0.084210
22:15:41 train - loss: 1.2140, acc: 0.6861
22:15:49 valid - loss: 0.4085, acc: 0.9634
Epoch 337, lr 0.083685
22:18:09 train - loss: 1.2059, acc: 0.6917
22:18:17 valid - loss: 0.3969, acc: 0.9610
Epoch 338, lr 0.083160
22:20:36 train - loss: 1.2388, acc: 0.6681
22:20:44 valid - loss: 0.5093, acc: 0.9541
Epoch 339, lr 0.082636
22:23:03 train - loss: 1.2274, acc: 0.6766
22:23:11 valid - loss: 0.4242, acc: 0.9592
Epoch 340, lr 0.082113
22:25:29 train - loss: 1.1879, acc: 0.6992
22:25:38 valid - loss: 0.3339, acc: 0.9584
Epoch 341, lr 0.081590
22:27:57 train - loss: 1.1982, acc: 0.6954
22:28:05 valid - loss: 0.4342, acc: 0.9602
Epoch 342, lr 0.081067
22:30:24 train - loss: 1.2289, acc: 0.6799
22:30:33 valid - loss: 0.4028, acc: 0.9624
Epoch 343, lr 0.080545
22:32:52 train - loss: 1.2072, acc: 0.6882
22:33:00 valid - loss: 0.4764, acc: 0.9413
Epoch 344, lr 0.080024
22:35:19 train - loss: 1.1963, acc: 0.6925
22:35:28 valid - loss: 0.4145, acc: 0.9596
Epoch 345, lr 0.079503
22:37:47 train - loss: 1.2327, acc: 0.6766
22:37:55 valid - loss: 0.3410, acc: 0.9645
Epoch 346, lr 0.078983
22:40:14 train - loss: 1.2298, acc: 0.6764
22:40:22 valid - loss: 0.3822, acc: 0.9604
Epoch 347, lr 0.078463
22:42:42 train - loss: 1.2194, acc: 0.6808
22:42:50 valid - loss: 0.4202, acc: 0.9625
Epoch 348, lr 0.077944
22:45:09 train - loss: 1.1928, acc: 0.6940
22:45:17 valid - loss: 0.4573, acc: 0.9642
Epoch 349, lr 0.077426
22:47:36 train - loss: 1.1687, acc: 0.7110
22:47:45 valid - loss: 0.3228, acc: 0.9648
Epoch 350, lr 0.076908
22:50:04 train - loss: 1.2112, acc: 0.6844
22:50:12 valid - loss: 0.3417, acc: 0.9611
Epoch 351, lr 0.076391
22:52:31 train - loss: 1.1757, acc: 0.7032
22:52:39 valid - loss: 0.4829, acc: 0.9577
Epoch 352, lr 0.075875
22:54:58 train - loss: 1.1849, acc: 0.7006
22:55:06 valid - loss: 0.2886, acc: 0.9620
Epoch 353, lr 0.075359
22:57:25 train - loss: 1.1894, acc: 0.6952
22:57:33 valid - loss: 0.4078, acc: 0.9581
Epoch 354, lr 0.074844
22:59:53 train - loss: 1.1961, acc: 0.6943
23:00:01 valid - loss: 0.4618, acc: 0.9536
Epoch 355, lr 0.074330
23:02:20 train - loss: 1.1758, acc: 0.7019
23:02:28 valid - loss: 0.4051, acc: 0.9540
Epoch 356, lr 0.073816
23:04:48 train - loss: 1.2169, acc: 0.6791
23:04:56 valid - loss: 0.2996, acc: 0.9620
Epoch 357, lr 0.073303
23:07:16 train - loss: 1.1674, acc: 0.7089
23:07:24 valid - loss: 0.4145, acc: 0.9592
Epoch 358, lr 0.072791
23:09:44 train - loss: 1.2004, acc: 0.6938
23:09:52 valid - loss: 0.3802, acc: 0.9668
Epoch 359, lr 0.072280
23:12:11 train - loss: 1.1969, acc: 0.6895
23:12:20 valid - loss: 0.4701, acc: 0.9586
Epoch 360, lr 0.071769
23:14:38 train - loss: 1.1816, acc: 0.6980
23:14:47 valid - loss: 0.3883, acc: 0.9614
Epoch 361, lr 0.071260
23:17:06 train - loss: 1.2072, acc: 0.6865
23:17:15 valid - loss: 0.4669, acc: 0.9607
Epoch 362, lr 0.070751
23:19:33 train - loss: 1.2088, acc: 0.6827
23:19:41 valid - loss: 0.3937, acc: 0.9620
Epoch 363, lr 0.070243
23:22:02 train - loss: 1.2182, acc: 0.6818
23:22:10 valid - loss: 0.2609, acc: 0.9650
Epoch 364, lr 0.069736
23:24:29 train - loss: 1.1867, acc: 0.6965
23:24:37 valid - loss: 0.2905, acc: 0.9665
Epoch 365, lr 0.069229
23:26:56 train - loss: 1.2173, acc: 0.6809
23:27:05 valid - loss: 0.4367, acc: 0.9593
Epoch 366, lr 0.068724
23:29:24 train - loss: 1.1586, acc: 0.7120
23:29:32 valid - loss: 0.2244, acc: 0.9646
Epoch 367, lr 0.068219
23:31:52 train - loss: 1.1723, acc: 0.7068
23:32:00 valid - loss: 0.3137, acc: 0.9648
Epoch 368, lr 0.067715
23:34:19 train - loss: 1.1506, acc: 0.7150
23:34:27 valid - loss: 0.3818, acc: 0.9637
Epoch 369, lr 0.067213
02:14:02 train - loss: 1.1842, acc: 0.6958
02:14:31 valid - loss: 0.4279, acc: 0.9638
Epoch 370, lr 0.066711
02:16:50 train - loss: 1.1939, acc: 0.6913
02:16:59 valid - loss: 0.2213, acc: 0.9641
Epoch 371, lr 0.066210
02:19:19 train - loss: 1.1923, acc: 0.6915
02:19:27 valid - loss: 0.3708, acc: 0.9627
Epoch 372, lr 0.065710
02:21:46 train - loss: 1.1839, acc: 0.6936
02:21:54 valid - loss: 0.2192, acc: 0.9648
Epoch 373, lr 0.065211
02:24:14 train - loss: 1.1477, acc: 0.7169
02:24:23 valid - loss: 0.2708, acc: 0.9683
Epoch 374, lr 0.064713
02:26:43 train - loss: 1.1760, acc: 0.7008
02:26:51 valid - loss: 0.2066, acc: 0.9623
Epoch 375, lr 0.064216
02:29:12 train - loss: 1.1778, acc: 0.7019
02:29:20 valid - loss: 0.3859, acc: 0.9624
Epoch 376, lr 0.063720
02:31:40 train - loss: 1.1788, acc: 0.6990
02:31:49 valid - loss: 0.3395, acc: 0.9631
Epoch 377, lr 0.063225
02:34:10 train - loss: 1.1811, acc: 0.6962
02:34:19 valid - loss: 0.3742, acc: 0.9574
Epoch 378, lr 0.062732
11:11:21 train - loss: 1.1913, acc: 0.6923
11:11:51 valid - loss: 0.3330, acc: 0.9616
Epoch 379, lr 0.062239
11:14:12 train - loss: 1.1394, acc: 0.7211
11:14:21 valid - loss: 0.2530, acc: 0.9657
Epoch 380, lr 0.061747
11:16:43 train - loss: 1.1955, acc: 0.6898
11:16:51 valid - loss: 0.3261, acc: 0.9644
Epoch 381, lr 0.061256
11:19:13 train - loss: 1.1872, acc: 0.6924
11:19:21 valid - loss: 0.3598, acc: 0.9640
Epoch 382, lr 0.060767
11:21:42 train - loss: 1.1906, acc: 0.6918
11:21:50 valid - loss: 0.2307, acc: 0.9617
Epoch 383, lr 0.060279
11:24:11 train - loss: 1.1790, acc: 0.6977
11:24:19 valid - loss: 0.4127, acc: 0.9671
Epoch 384, lr 0.059791
11:26:40 train - loss: 1.2030, acc: 0.6798
11:26:48 valid - loss: 0.3149, acc: 0.9673
Epoch 385, lr 0.059305
11:29:10 train - loss: 1.1812, acc: 0.6963
11:29:18 valid - loss: 0.4287, acc: 0.9620
Epoch 386, lr 0.058820
11:31:39 train - loss: 1.1470, acc: 0.7141
11:31:47 valid - loss: 0.3726, acc: 0.9648
Epoch 387, lr 0.058336
11:51:32 train - loss: 1.1676, acc: 0.7031
11:52:02 valid - loss: 0.3002, acc: 0.9681
Epoch 388, lr 0.057854
11:54:22 train - loss: 1.1923, acc: 0.6879
11:54:31 valid - loss: 0.3358, acc: 0.9679
Epoch 389, lr 0.057372
11:56:50 train - loss: 1.1635, acc: 0.7049
11:56:59 valid - loss: 0.2325, acc: 0.9635
Epoch 390, lr 0.056892
11:59:19 train - loss: 1.1435, acc: 0.7183
11:59:27 valid - loss: 0.3737, acc: 0.9651
Epoch 391, lr 0.056413
12:01:48 train - loss: 1.1775, acc: 0.6966
12:01:56 valid - loss: 0.3592, acc: 0.9565
Epoch 392, lr 0.055935
12:04:16 train - loss: 1.1826, acc: 0.6893
12:04:25 valid - loss: 0.4039, acc: 0.9610
Epoch 393, lr 0.055459
12:06:45 train - loss: 1.1415, acc: 0.7138
12:06:54 valid - loss: 0.2329, acc: 0.9661
Epoch 394, lr 0.054983
12:09:14 train - loss: 1.1598, acc: 0.7074
12:09:22 valid - loss: 0.2591, acc: 0.9689
Epoch 395, lr 0.054510
12:11:42 train - loss: 1.1562, acc: 0.7100
12:11:50 valid - loss: 0.3850, acc: 0.9609
Epoch 396, lr 0.054037
12:14:10 train - loss: 1.1572, acc: 0.7099
12:14:18 valid - loss: 0.2241, acc: 0.9706
Epoch 397, lr 0.053565
12:16:37 train - loss: 1.1595, acc: 0.7065
12:16:46 valid - loss: 0.2135, acc: 0.9686
Epoch 398, lr 0.053095
12:19:05 train - loss: 1.1680, acc: 0.6992
12:19:13 valid - loss: 0.3799, acc: 0.9700
Epoch 399, lr 0.052627
12:21:34 train - loss: 1.1644, acc: 0.7044
12:21:42 valid - loss: 0.2563, acc: 0.9692
Epoch 400, lr 0.052159
12:24:03 train - loss: 1.1621, acc: 0.7044
12:24:11 valid - loss: 0.3719, acc: 0.9693
Epoch 401, lr 0.051693
12:26:33 train - loss: 1.1512, acc: 0.7093
12:26:41 valid - loss: 0.2303, acc: 0.9700
Epoch 402, lr 0.051229
12:29:02 train - loss: 1.1394, acc: 0.7177
12:29:11 valid - loss: 0.3911, acc: 0.9670
Epoch 403, lr 0.050765
12:31:32 train - loss: 1.1637, acc: 0.7000
12:31:40 valid - loss: 0.3658, acc: 0.9561
Epoch 404, lr 0.050304
12:34:01 train - loss: 1.1764, acc: 0.6919
12:34:10 valid - loss: 0.3592, acc: 0.9669
Epoch 405, lr 0.049843
12:36:30 train - loss: 1.1273, acc: 0.7244
12:36:39 valid - loss: 0.2171, acc: 0.9668
Epoch 406, lr 0.049384
12:39:03 train - loss: 1.1773, acc: 0.6943
12:39:12 valid - loss: 0.3277, acc: 0.9703
Epoch 407, lr 0.048927
12:41:32 train - loss: 1.1364, acc: 0.7162
12:41:41 valid - loss: 0.2480, acc: 0.9669
Epoch 408, lr 0.048470
12:44:02 train - loss: 1.1553, acc: 0.7042
12:44:10 valid - loss: 0.3983, acc: 0.9660
Epoch 409, lr 0.048016
