nohup: ignoring input
Files already downloaded and verified
Files already downloaded and verified
Epoch 1, lr 0.100000
Epoch 315, lr 0.095314
14:44:10 train - loss: 0.6734, acc: 0.9236
Epoch 316, lr 0.094783
14:46:35 train - loss: 0.6770, acc: 0.9224
Epoch 317, lr 0.094252
14:48:59 train - loss: 0.6716, acc: 0.9246
Epoch 318, lr 0.093721
14:51:23 train - loss: 0.6743, acc: 0.9222
Epoch 319, lr 0.093190
14:53:47 train - loss: 0.6712, acc: 0.9243
Epoch 320, lr 0.092660
14:56:11 train - loss: 0.6692, acc: 0.9257
14:56:19 valid - loss: 0.2357, acc: 0.9591
Epoch 321, lr 0.092129
14:58:44 train - loss: 0.6698, acc: 0.9259
Epoch 322, lr 0.091599
15:01:08 train - loss: 0.6715, acc: 0.9248
Epoch 323, lr 0.091069
15:03:32 train - loss: 0.6727, acc: 0.9240
Epoch 324, lr 0.090540
15:05:56 train - loss: 0.6687, acc: 0.9263
Epoch 325, lr 0.090010
15:08:20 train - loss: 0.6713, acc: 0.9241
Epoch 326, lr 0.089481
15:10:44 train - loss: 0.6728, acc: 0.9243
Epoch 327, lr 0.088953
15:13:08 train - loss: 0.6728, acc: 0.9240
Epoch 328, lr 0.088424
15:15:31 train - loss: 0.6654, acc: 0.9270
Epoch 329, lr 0.087896
15:17:56 train - loss: 0.6678, acc: 0.9263
Epoch 330, lr 0.087368
15:20:20 train - loss: 0.6672, acc: 0.9268
15:20:29 valid - loss: 0.2472, acc: 0.9473
Epoch 331, lr 0.086841
15:22:52 train - loss: 0.6695, acc: 0.9253
Epoch 332, lr 0.086314
15:25:16 train - loss: 0.6677, acc: 0.9262
Epoch 333, lr 0.085787
15:27:41 train - loss: 0.6650, acc: 0.9274
Epoch 334, lr 0.085261
15:30:05 train - loss: 0.6664, acc: 0.9269
Epoch 335, lr 0.084735
15:32:29 train - loss: 0.6675, acc: 0.9256
Epoch 336, lr 0.084210
15:34:53 train - loss: 0.6626, acc: 0.9282
Epoch 337, lr 0.083685
15:37:17 train - loss: 0.6660, acc: 0.9272
Epoch 338, lr 0.083160
15:39:42 train - loss: 0.6627, acc: 0.9284
Epoch 339, lr 0.082636
15:42:06 train - loss: 0.6638, acc: 0.9274
Epoch 340, lr 0.082113
15:44:30 train - loss: 0.6608, acc: 0.9287
15:44:38 valid - loss: 0.1880, acc: 0.9642
Epoch 341, lr 0.081590
15:47:02 train - loss: 0.6637, acc: 0.9276
Epoch 342, lr 0.081067
15:49:27 train - loss: 0.6611, acc: 0.9290
Epoch 343, lr 0.080545
15:51:52 train - loss: 0.6614, acc: 0.9292
Epoch 344, lr 0.080024
15:54:16 train - loss: 0.6597, acc: 0.9296
Epoch 345, lr 0.079503
15:56:40 train - loss: 0.6567, acc: 0.9320
Epoch 346, lr 0.078983
15:59:04 train - loss: 0.6601, acc: 0.9291
Epoch 347, lr 0.078463
16:01:28 train - loss: 0.6574, acc: 0.9298
Epoch 348, lr 0.077944
16:03:52 train - loss: 0.6564, acc: 0.9313
Epoch 349, lr 0.077426
16:06:17 train - loss: 0.6563, acc: 0.9302
Epoch 350, lr 0.076908
16:08:41 train - loss: 0.6550, acc: 0.9314
16:08:50 valid - loss: 0.1974, acc: 0.9634
Epoch 351, lr 0.076391
16:11:14 train - loss: 0.6566, acc: 0.9316
Epoch 352, lr 0.075875
16:13:38 train - loss: 0.6597, acc: 0.9297
Epoch 353, lr 0.075359
16:16:02 train - loss: 0.6547, acc: 0.9313
Epoch 354, lr 0.074844
16:18:26 train - loss: 0.6557, acc: 0.9311
Epoch 355, lr 0.074330
16:20:50 train - loss: 0.6523, acc: 0.9328
Epoch 356, lr 0.073816
16:23:14 train - loss: 0.6543, acc: 0.9334
Epoch 357, lr 0.073303
16:25:38 train - loss: 0.6512, acc: 0.9348
Epoch 358, lr 0.072791
16:28:02 train - loss: 0.6543, acc: 0.9327
Epoch 359, lr 0.072280
16:30:26 train - loss: 0.6527, acc: 0.9332
Epoch 360, lr 0.071769
16:32:50 train - loss: 0.6496, acc: 0.9345
16:32:59 valid - loss: 0.1888, acc: 0.9674
Epoch 361, lr 0.071260
16:35:24 train - loss: 0.6531, acc: 0.9324
Epoch 362, lr 0.070751
16:37:48 train - loss: 0.6504, acc: 0.9339
Epoch 363, lr 0.070243
16:40:11 train - loss: 0.6486, acc: 0.9340
Epoch 364, lr 0.069736
16:42:35 train - loss: 0.6474, acc: 0.9345
Epoch 365, lr 0.069229
16:44:59 train - loss: 0.6437, acc: 0.9376
Epoch 366, lr 0.068724
16:47:23 train - loss: 0.6492, acc: 0.9346
Epoch 367, lr 0.068219
16:49:47 train - loss: 0.6496, acc: 0.9332
Epoch 368, lr 0.067715
16:52:11 train - loss: 0.6472, acc: 0.9354
Epoch 369, lr 0.067213
16:54:35 train - loss: 0.6478, acc: 0.9354
Epoch 370, lr 0.066711
16:56:59 train - loss: 0.6457, acc: 0.9358
16:57:07 valid - loss: 0.1836, acc: 0.9641
Epoch 371, lr 0.066210
16:59:31 train - loss: 0.6456, acc: 0.9360
Epoch 372, lr 0.065710
17:01:55 train - loss: 0.6458, acc: 0.9357
Epoch 373, lr 0.065211
17:04:19 train - loss: 0.6443, acc: 0.9363
Epoch 374, lr 0.064713
17:06:43 train - loss: 0.6430, acc: 0.9374
Epoch 375, lr 0.064216
17:09:11 train - loss: 0.6429, acc: 0.9379
Epoch 376, lr 0.063720
17:11:35 train - loss: 0.6396, acc: 0.9381
Epoch 377, lr 0.063225
17:14:00 train - loss: 0.6416, acc: 0.9369
Epoch 378, lr 0.062732
17:16:24 train - loss: 0.6415, acc: 0.9389
Epoch 379, lr 0.062239
17:18:49 train - loss: 0.6405, acc: 0.9376
Epoch 380, lr 0.061747
17:21:13 train - loss: 0.6422, acc: 0.9375
17:21:22 valid - loss: 0.1979, acc: 0.9634
Epoch 381, lr 0.061256
17:23:46 train - loss: 0.6360, acc: 0.9404
Epoch 382, lr 0.060767
17:26:10 train - loss: 0.6401, acc: 0.9390
Epoch 383, lr 0.060279
17:28:35 train - loss: 0.6407, acc: 0.9377
Epoch 384, lr 0.059791
17:30:59 train - loss: 0.6362, acc: 0.9396
Epoch 385, lr 0.059305
17:33:23 train - loss: 0.6351, acc: 0.9398
Epoch 386, lr 0.058820
17:35:48 train - loss: 0.6395, acc: 0.9378
Epoch 387, lr 0.058336
17:38:12 train - loss: 0.6388, acc: 0.9385
Epoch 388, lr 0.057854
17:40:36 train - loss: 0.6369, acc: 0.9404
Epoch 389, lr 0.057372
17:43:00 train - loss: 0.6311, acc: 0.9427
Epoch 390, lr 0.056892
17:45:25 train - loss: 0.6341, acc: 0.9409
17:45:33 valid - loss: 0.1884, acc: 0.9642
Epoch 391, lr 0.056413
17:47:58 train - loss: 0.6334, acc: 0.9409
Epoch 392, lr 0.055935
17:50:22 train - loss: 0.6326, acc: 0.9411
Epoch 393, lr 0.055459
17:52:47 train - loss: 0.6317, acc: 0.9419
Epoch 394, lr 0.054983
17:55:11 train - loss: 0.6322, acc: 0.9416
Epoch 395, lr 0.054510
17:57:35 train - loss: 0.6326, acc: 0.9414
Epoch 396, lr 0.054037
18:00:00 train - loss: 0.6309, acc: 0.9427
Epoch 397, lr 0.053565
18:02:25 train - loss: 0.6290, acc: 0.9437
Epoch 398, lr 0.053095
18:04:50 train - loss: 0.6302, acc: 0.9428
Epoch 399, lr 0.052627
18:07:16 train - loss: 0.6307, acc: 0.9420
Epoch 400, lr 0.052159
18:09:42 train - loss: 0.6338, acc: 0.9406
18:09:50 valid - loss: 0.1901, acc: 0.9674
Epoch 401, lr 0.051693
18:12:17 train - loss: 0.6279, acc: 0.9435
Epoch 402, lr 0.051229
18:14:43 train - loss: 0.6270, acc: 0.9453
Epoch 403, lr 0.050765
18:17:09 train - loss: 0.6294, acc: 0.9424
Epoch 404, lr 0.050304
18:19:35 train - loss: 0.6201, acc: 0.9474
Epoch 405, lr 0.049843
18:22:01 train - loss: 0.6246, acc: 0.9451
Epoch 406, lr 0.049384
18:24:28 train - loss: 0.6247, acc: 0.9452
Epoch 407, lr 0.048927
18:26:55 train - loss: 0.6239, acc: 0.9452
Epoch 408, lr 0.048470
18:29:21 train - loss: 0.6244, acc: 0.9452
Epoch 409, lr 0.048016
18:31:47 train - loss: 0.6181, acc: 0.9479
Epoch 410, lr 0.047563
18:34:13 train - loss: 0.6208, acc: 0.9470
18:34:21 valid - loss: 0.1982, acc: 0.9677
Epoch 411, lr 0.047111
18:36:47 train - loss: 0.6221, acc: 0.9448
Epoch 412, lr 0.046661
18:39:13 train - loss: 0.6202, acc: 0.9469
Epoch 413, lr 0.046212
18:41:39 train - loss: 0.6195, acc: 0.9470
Epoch 414, lr 0.045765
18:44:06 train - loss: 0.6210, acc: 0.9468
Epoch 415, lr 0.045319
18:46:32 train - loss: 0.6225, acc: 0.9464
Epoch 416, lr 0.044875
18:48:59 train - loss: 0.6174, acc: 0.9489
Epoch 417, lr 0.044433
18:51:25 train - loss: 0.6208, acc: 0.9473
Epoch 418, lr 0.043992
18:53:50 train - loss: 0.6188, acc: 0.9473
Epoch 419, lr 0.043553
18:56:15 train - loss: 0.6172, acc: 0.9481
Epoch 420, lr 0.043115
18:58:41 train - loss: 0.6195, acc: 0.9476
18:58:49 valid - loss: 0.1941, acc: 0.9671
Epoch 421, lr 0.042679
19:01:15 train - loss: 0.6202, acc: 0.9470
Epoch 422, lr 0.042244
19:03:41 train - loss: 0.6131, acc: 0.9504
Epoch 423, lr 0.041811
19:06:07 train - loss: 0.6166, acc: 0.9481
Epoch 424, lr 0.041380
19:08:33 train - loss: 0.6115, acc: 0.9513
Epoch 425, lr 0.040951
19:10:58 train - loss: 0.6127, acc: 0.9505
Epoch 426, lr 0.040523
19:13:25 train - loss: 0.6104, acc: 0.9513
Epoch 427, lr 0.040097
19:15:51 train - loss: 0.6113, acc: 0.9506
Epoch 428, lr 0.039672
19:18:17 train - loss: 0.6115, acc: 0.9512
Epoch 429, lr 0.039250
19:20:43 train - loss: 0.6080, acc: 0.9523
Epoch 430, lr 0.038829
19:23:09 train - loss: 0.6127, acc: 0.9504
19:23:18 valid - loss: 0.1830, acc: 0.9688
Epoch 431, lr 0.038409
19:25:44 train - loss: 0.6082, acc: 0.9516
Epoch 432, lr 0.037992
19:28:09 train - loss: 0.6099, acc: 0.9513
Epoch 433, lr 0.037576
19:30:35 train - loss: 0.6111, acc: 0.9512
Epoch 434, lr 0.037162
19:33:00 train - loss: 0.6083, acc: 0.9515
Epoch 435, lr 0.036750
19:35:27 train - loss: 0.6065, acc: 0.9529
Epoch 436, lr 0.036339
19:37:52 train - loss: 0.6084, acc: 0.9523
Epoch 437, lr 0.035931
19:40:17 train - loss: 0.6054, acc: 0.9530
Epoch 438, lr 0.035524
19:42:42 train - loss: 0.6046, acc: 0.9542
Epoch 439, lr 0.035119
19:45:08 train - loss: 0.6050, acc: 0.9531
Epoch 440, lr 0.034716
19:47:33 train - loss: 0.6044, acc: 0.9534
19:47:42 valid - loss: 0.1759, acc: 0.9690
Epoch 441, lr 0.034315
19:50:07 train - loss: 0.5994, acc: 0.9564
Epoch 442, lr 0.033915
19:52:33 train - loss: 0.6023, acc: 0.9552
Epoch 443, lr 0.033518
19:54:58 train - loss: 0.6048, acc: 0.9534
Epoch 444, lr 0.033122
19:57:23 train - loss: 0.6027, acc: 0.9545
Epoch 445, lr 0.032728
19:59:48 train - loss: 0.6023, acc: 0.9548
Epoch 446, lr 0.032337
20:02:13 train - loss: 0.5998, acc: 0.9552
Epoch 447, lr 0.031947
20:04:39 train - loss: 0.6008, acc: 0.9553
Epoch 448, lr 0.031559
20:07:04 train - loss: 0.5977, acc: 0.9560
Epoch 449, lr 0.031173
20:09:30 train - loss: 0.5993, acc: 0.9574
Epoch 450, lr 0.030789
20:11:57 train - loss: 0.5970, acc: 0.9577
20:12:05 valid - loss: 0.1735, acc: 0.9717
Epoch 451, lr 0.030407
20:14:32 train - loss: 0.5955, acc: 0.9580
Epoch 452, lr 0.030026
20:16:57 train - loss: 0.5963, acc: 0.9580
Epoch 453, lr 0.029648
20:19:23 train - loss: 0.5947, acc: 0.9583
Epoch 454, lr 0.029272
20:21:49 train - loss: 0.5977, acc: 0.9562
Epoch 455, lr 0.028898
20:24:15 train - loss: 0.5969, acc: 0.9563
Epoch 456, lr 0.028526
20:26:40 train - loss: 0.5947, acc: 0.9581
Epoch 457, lr 0.028156
20:29:07 train - loss: 0.5890, acc: 0.9612
Epoch 458, lr 0.027788
20:31:33 train - loss: 0.5912, acc: 0.9601
Epoch 459, lr 0.027422
20:33:58 train - loss: 0.5945, acc: 0.9575
Epoch 460, lr 0.027058
20:36:24 train - loss: 0.5943, acc: 0.9584
20:36:33 valid - loss: 0.1876, acc: 0.9714
Epoch 461, lr 0.026696
20:38:58 train - loss: 0.5925, acc: 0.9595
Epoch 462, lr 0.026336
20:41:22 train - loss: 0.5927, acc: 0.9594
Epoch 463, lr 0.025979
20:43:48 train - loss: 0.5896, acc: 0.9611
Epoch 464, lr 0.025623
20:46:14 train - loss: 0.5888, acc: 0.9605
Epoch 465, lr 0.025270
20:48:39 train - loss: 0.5875, acc: 0.9625
Epoch 466, lr 0.024918
20:51:04 train - loss: 0.5865, acc: 0.9617
Epoch 467, lr 0.024569
20:53:29 train - loss: 0.5868, acc: 0.9609
Epoch 468, lr 0.024222
20:55:54 train - loss: 0.5853, acc: 0.9624
Epoch 469, lr 0.023877
20:58:19 train - loss: 0.5845, acc: 0.9622
Epoch 470, lr 0.023534
21:00:44 train - loss: 0.5864, acc: 0.9612
21:00:52 valid - loss: 0.1856, acc: 0.9727
Epoch 471, lr 0.023194
21:03:17 train - loss: 0.5865, acc: 0.9613
Epoch 472, lr 0.022855
21:05:43 train - loss: 0.5853, acc: 0.9628
Epoch 473, lr 0.022519
21:08:07 train - loss: 0.5822, acc: 0.9636
Epoch 474, lr 0.022185
21:10:33 train - loss: 0.5838, acc: 0.9627
Epoch 475, lr 0.021853
21:12:57 train - loss: 0.5800, acc: 0.9644
Epoch 476, lr 0.021523
21:15:22 train - loss: 0.5820, acc: 0.9639
Epoch 477, lr 0.021196
21:17:47 train - loss: 0.5839, acc: 0.9632
Epoch 478, lr 0.020871
21:20:12 train - loss: 0.5848, acc: 0.9627
Epoch 479, lr 0.020548
21:22:38 train - loss: 0.5817, acc: 0.9637
Epoch 480, lr 0.020227
21:25:03 train - loss: 0.5794, acc: 0.9643
21:25:11 valid - loss: 0.1749, acc: 0.9742
Epoch 481, lr 0.019909
21:27:36 train - loss: 0.5773, acc: 0.9660
Epoch 482, lr 0.019593
21:30:02 train - loss: 0.5815, acc: 0.9639
Epoch 483, lr 0.019279
21:32:27 train - loss: 0.5757, acc: 0.9667
Epoch 484, lr 0.018968
21:34:52 train - loss: 0.5804, acc: 0.9648
Epoch 485, lr 0.018658
21:37:17 train - loss: 0.5784, acc: 0.9656
Epoch 486, lr 0.018352
21:39:42 train - loss: 0.5745, acc: 0.9671
Epoch 487, lr 0.018047
21:42:07 train - loss: 0.5732, acc: 0.9675
Epoch 488, lr 0.017745
21:44:32 train - loss: 0.5780, acc: 0.9648
Epoch 489, lr 0.017445
21:46:56 train - loss: 0.5748, acc: 0.9667
Epoch 490, lr 0.017147
21:49:22 train - loss: 0.5733, acc: 0.9681
21:49:30 valid - loss: 0.1668, acc: 0.9738
Epoch 491, lr 0.016852
21:51:55 train - loss: 0.5718, acc: 0.9689
Epoch 492, lr 0.016559
21:54:20 train - loss: 0.5737, acc: 0.9671
Epoch 493, lr 0.016269
21:56:45 train - loss: 0.5737, acc: 0.9672
Epoch 494, lr 0.015980
21:59:11 train - loss: 0.5706, acc: 0.9685
Epoch 495, lr 0.015695
22:01:36 train - loss: 0.5715, acc: 0.9679
Epoch 496, lr 0.015411
22:04:02 train - loss: 0.5681, acc: 0.9702
Epoch 497, lr 0.015130
22:06:28 train - loss: 0.5677, acc: 0.9707
Epoch 498, lr 0.014852
22:08:54 train - loss: 0.5690, acc: 0.9696
Epoch 499, lr 0.014576
22:11:19 train - loss: 0.5677, acc: 0.9704
Epoch 500, lr 0.014302
22:13:44 train - loss: 0.5696, acc: 0.9702
22:13:52 valid - loss: 0.1637, acc: 0.9765
Epoch 501, lr 0.014031
22:16:18 train - loss: 0.5702, acc: 0.9687
Epoch 502, lr 0.013762
22:18:44 train - loss: 0.5678, acc: 0.9699
Epoch 503, lr 0.013496
22:21:10 train - loss: 0.5668, acc: 0.9698
Epoch 504, lr 0.013232
22:23:37 train - loss: 0.5642, acc: 0.9717
Epoch 505, lr 0.012970
22:26:02 train - loss: 0.5693, acc: 0.9693
Epoch 506, lr 0.012711
22:28:28 train - loss: 0.5654, acc: 0.9716
Epoch 507, lr 0.012455
22:30:53 train - loss: 0.5653, acc: 0.9706
Epoch 508, lr 0.012201
22:33:19 train - loss: 0.5669, acc: 0.9707
Epoch 509, lr 0.011949
22:35:44 train - loss: 0.5622, acc: 0.9726
Epoch 510, lr 0.011700
22:38:10 train - loss: 0.5631, acc: 0.9720
22:38:19 valid - loss: 0.1790, acc: 0.9736
Epoch 511, lr 0.011454
22:40:44 train - loss: 0.5615, acc: 0.9730
Epoch 512, lr 0.011210
22:43:09 train - loss: 0.5610, acc: 0.9734
Epoch 513, lr 0.010968
22:45:35 train - loss: 0.5619, acc: 0.9725
Epoch 514, lr 0.010729
22:48:01 train - loss: 0.5616, acc: 0.9735
Epoch 515, lr 0.010493
22:50:26 train - loss: 0.5622, acc: 0.9721
Epoch 516, lr 0.010259
22:52:52 train - loss: 0.5598, acc: 0.9734
Epoch 517, lr 0.010027
22:55:17 train - loss: 0.5597, acc: 0.9732
Epoch 518, lr 0.009799
22:57:43 train - loss: 0.5597, acc: 0.9735
Epoch 519, lr 0.009572
23:00:08 train - loss: 0.5578, acc: 0.9745
Epoch 520, lr 0.009349
23:02:33 train - loss: 0.5564, acc: 0.9748
23:02:42 valid - loss: 0.1623, acc: 0.9768
Epoch 521, lr 0.009128
23:05:07 train - loss: 0.5598, acc: 0.9735
Epoch 522, lr 0.008909
23:07:32 train - loss: 0.5569, acc: 0.9748
Epoch 523, lr 0.008693
23:09:57 train - loss: 0.5598, acc: 0.9733
Epoch 524, lr 0.008480
23:12:23 train - loss: 0.5570, acc: 0.9748
Epoch 525, lr 0.008269
23:14:48 train - loss: 0.5565, acc: 0.9755
Epoch 526, lr 0.008061
23:17:13 train - loss: 0.5569, acc: 0.9742
Epoch 527, lr 0.007855
23:19:38 train - loss: 0.5548, acc: 0.9754
Epoch 528, lr 0.007652
23:22:03 train - loss: 0.5528, acc: 0.9764
Epoch 529, lr 0.007452
23:24:28 train - loss: 0.5545, acc: 0.9757
Epoch 530, lr 0.007255
23:26:54 train - loss: 0.5554, acc: 0.9757
23:27:02 valid - loss: 0.1750, acc: 0.9766
Epoch 531, lr 0.007060
23:29:27 train - loss: 0.5531, acc: 0.9767
Epoch 532, lr 0.006867
23:31:52 train - loss: 0.5545, acc: 0.9757
Epoch 533, lr 0.006677
23:34:17 train - loss: 0.5538, acc: 0.9759
Epoch 534, lr 0.006490
23:36:43 train - loss: 0.5516, acc: 0.9771
Epoch 535, lr 0.006306
23:39:09 train - loss: 0.5514, acc: 0.9767
Epoch 536, lr 0.006124
23:41:35 train - loss: 0.5502, acc: 0.9778
Epoch 537, lr 0.005945
23:44:01 train - loss: 0.5527, acc: 0.9763
Epoch 538, lr 0.005768
23:46:26 train - loss: 0.5524, acc: 0.9765
Epoch 539, lr 0.005595
23:48:53 train - loss: 0.5521, acc: 0.9766
Epoch 540, lr 0.005424
23:51:19 train - loss: 0.5510, acc: 0.9770
23:51:28 valid - loss: 0.1645, acc: 0.9776
Epoch 541, lr 0.005255
23:53:53 train - loss: 0.5493, acc: 0.9778
Epoch 542, lr 0.005089
23:56:18 train - loss: 0.5502, acc: 0.9780
Epoch 543, lr 0.004926
23:58:44 train - loss: 0.5492, acc: 0.9774
Epoch 544, lr 0.004766
00:01:10 train - loss: 0.5496, acc: 0.9780
Epoch 545, lr 0.004608
00:03:35 train - loss: 0.5494, acc: 0.9781
Epoch 546, lr 0.004454
00:06:01 train - loss: 0.5506, acc: 0.9772
Epoch 547, lr 0.004301
00:08:27 train - loss: 0.5492, acc: 0.9781
Epoch 548, lr 0.004152
00:10:52 train - loss: 0.5475, acc: 0.9790
Epoch 549, lr 0.004005
00:13:18 train - loss: 0.5479, acc: 0.9790
Epoch 550, lr 0.003861
00:15:43 train - loss: 0.5445, acc: 0.9801
00:15:52 valid - loss: 0.1665, acc: 0.9784
Epoch 551, lr 0.003720
10:58:09 train - loss: 0.5471, acc: 0.9791
Epoch 552, lr 0.003581
11:00:57 train - loss: 0.5483, acc: 0.9783
Epoch 553, lr 0.003445
11:03:25 train - loss: 0.5453, acc: 0.9795
Epoch 554, lr 0.003312
11:05:52 train - loss: 0.5452, acc: 0.9796
Epoch 555, lr 0.003182
11:08:19 train - loss: 0.5468, acc: 0.9794
Epoch 556, lr 0.003054
11:10:46 train - loss: 0.5474, acc: 0.9790
Epoch 557, lr 0.002929
11:13:13 train - loss: 0.5454, acc: 0.9800
Epoch 558, lr 0.002807
11:15:41 train - loss: 0.5478, acc: 0.9784
Epoch 559, lr 0.002688
11:18:07 train - loss: 0.5454, acc: 0.9799
Epoch 560, lr 0.002571
11:20:34 train - loss: 0.5421, acc: 0.9815
11:20:43 valid - loss: 0.1620, acc: 0.9790
Epoch 561, lr 0.002457
11:23:02 train - loss: 0.5458, acc: 0.9795
Epoch 562, lr 0.002346
11:25:29 train - loss: 0.5436, acc: 0.9810
Epoch 563, lr 0.002238
11:27:56 train - loss: 0.5426, acc: 0.9813
Epoch 564, lr 0.002133
11:30:22 train - loss: 0.5447, acc: 0.9797
Epoch 565, lr 0.002030
11:32:50 train - loss: 0.5435, acc: 0.9802
Epoch 566, lr 0.001930
11:35:17 train - loss: 0.5443, acc: 0.9806
Epoch 567, lr 0.001833
11:37:45 train - loss: 0.5443, acc: 0.9798
Epoch 568, lr 0.001738
11:40:12 train - loss: 0.5427, acc: 0.9809
Epoch 569, lr 0.001647
11:42:39 train - loss: 0.5419, acc: 0.9813
Epoch 570, lr 0.001558
11:45:06 train - loss: 0.5435, acc: 0.9802
11:45:14 valid - loss: 0.1663, acc: 0.9801
Epoch 571, lr 0.001472
11:47:33 train - loss: 0.5421, acc: 0.9809
Epoch 572, lr 0.001389
11:50:00 train - loss: 0.5411, acc: 0.9817
Epoch 573, lr 0.001308
11:52:27 train - loss: 0.5428, acc: 0.9812
Epoch 574, lr 0.001231
11:54:55 train - loss: 0.5435, acc: 0.9804
Epoch 575, lr 0.001156
11:57:22 train - loss: 0.5431, acc: 0.9813
Epoch 576, lr 0.001084
11:59:49 train - loss: 0.5428, acc: 0.9810
Epoch 577, lr 0.001015
12:02:16 train - loss: 0.5440, acc: 0.9802
Epoch 578, lr 0.000948
12:04:43 train - loss: 0.5416, acc: 0.9809
Epoch 579, lr 0.000885
12:07:10 train - loss: 0.5428, acc: 0.9808
Epoch 580, lr 0.000824
12:09:37 train - loss: 0.5424, acc: 0.9805
12:09:45 valid - loss: 0.1562, acc: 0.9812
Epoch 581, lr 0.000766
12:12:04 train - loss: 0.5432, acc: 0.9805
Epoch 582, lr 0.000711
12:14:31 train - loss: 0.5416, acc: 0.9811
Epoch 583, lr 0.000659
12:16:58 train - loss: 0.5403, acc: 0.9820
Epoch 584, lr 0.000609
12:19:26 train - loss: 0.5424, acc: 0.9810
Epoch 585, lr 0.000562
12:21:53 train - loss: 0.5432, acc: 0.9807
Epoch 586, lr 0.000518
12:24:20 train - loss: 0.5421, acc: 0.9812
Epoch 587, lr 0.000477
12:26:47 train - loss: 0.5408, acc: 0.9814
Epoch 588, lr 0.000439
12:29:14 train - loss: 0.5420, acc: 0.9809
Epoch 589, lr 0.000404
12:31:41 train - loss: 0.5412, acc: 0.9815
Epoch 590, lr 0.000371
12:34:08 train - loss: 0.5421, acc: 0.9811
12:34:16 valid - loss: 0.1566, acc: 0.9821
Epoch 591, lr 0.000342
12:36:35 train - loss: 0.5432, acc: 0.9803
Epoch 592, lr 0.000315
12:39:02 train - loss: 0.5417, acc: 0.9813
Epoch 593, lr 0.000291
12:41:29 train - loss: 0.5413, acc: 0.9814
Epoch 594, lr 0.000269
12:43:56 train - loss: 0.5409, acc: 0.9818
Epoch 595, lr 0.000251
12:46:23 train - loss: 0.5420, acc: 0.9813
Epoch 596, lr 0.000235
12:48:50 train - loss: 0.5414, acc: 0.9814
Epoch 597, lr 0.000223
12:51:17 train - loss: 0.5392, acc: 0.9822
Epoch 598, lr 0.000213
12:53:44 train - loss: 0.5419, acc: 0.9805
Epoch 599, lr 0.000206
12:56:13 train - loss: 0.5424, acc: 0.9809
Epoch 600, lr 0.000201
12:58:40 train - loss: 0.5413, acc: 0.9812
12:58:48 valid - loss: 0.1606, acc: 0.9812
